Home,Week,Day,Breakfast,Breakfast Amount,Snack AM,Snack AM Amount,Lunch,Lunch Amount,Snack PM,Snack PM Amount,Dinner,Dinner Amount,Snack HS,Snack HS Amount,Total,Total Amount,Diet
Corporate Menu-Cost,1,Monday,,0.00,Choice 1,0.08,,0.00,Choice 1,0.40,,0.00,Choice 1,1.01,Choice 1,1.49,Regular | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.74,Choice 2,0.24,Choice 2,3.08,Choice 2,0.60,Choice 2,4.54,Choice 2,0.60,Choice 2,11.80,Regular | Texture: Puree
The Meadows of Dorchester,1,Friday,Choice 1,2.61,Choice 1,0.46,Choice 1,3.88,Choice 1,0.45,Choice 1,4.53,Choice 1,0.40,Choice 1,12.33,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.03,Choice 2,0.24,Choice 2,3.21,Choice 2,0.60,Choice 2,3.97,Choice 2,0.60,Choice 2,12.65,Regular | Texture: Puree
The Meadows of Dorchester,1,Saturday,Choice 1,2.94,Choice 1,0.33,Choice 1,4.08,Choice 1,0.38,Choice 1,2.78,Choice 1,0.65,Choice 1,11.16,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,3.22,Choice 2,0.60,Choice 2,3.85,Choice 2,0.60,Choice 2,11.58,Regular | Texture: Puree
The Meadows of Dorchester,1,Sunday,Choice 1,3.41,Choice 1,0.26,Choice 1,2.87,Choice 1,0.03,Choice 1,3.05,Choice 1,0.08,Choice 1,9.70,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.37,Choice 2,0.24,Choice 2,3.90,Choice 2,0.60,Choice 2,4.65,Choice 2,0.60,Choice 2,13.36,Regular | Texture: Puree
The Meadows of Dorchester,2,Monday,Choice 1,2.54,Choice 1,0.33,Choice 1,4.49,Choice 1,0.79,Choice 1,2.78,Choice 1,0.99,Choice 1,11.92,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,4.79,Choice 2,0.60,Choice 2,3.87,Choice 2,0.60,Choice 2,13.26,Regular | Texture: Puree
The Meadows of Dorchester,2,Tuesday,Choice 1,2.99,Choice 1,0.46,Choice 1,3.33,Choice 1,0.66,Choice 1,4.66,Choice 1,0.66,Choice 1,12.76,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.97,Choice 2,0.24,Choice 2,3.44,Choice 2,0.60,Choice 2,3.16,Choice 2,0.60,Choice 2,12.01,Regular | Texture: Puree
The Meadows of Dorchester,2,Wednesday,Choice 1,3.17,Choice 1,0.26,Choice 1,4.01,Choice 1,0.71,Choice 1,3.26,Choice 1,0.69,Choice 1,12.10,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.63,Choice 2,0.24,Choice 2,5.31,Choice 2,0.60,Choice 2,4.06,Choice 2,0.60,Choice 2,14.44,Regular | Texture: Puree
The Meadows of Dorchester,2,Thursday,Choice 1,3.07,Choice 1,0.33,Choice 1,2.96,Choice 1,0.35,Choice 1,4.00,Choice 1,0.39,Choice 1,11.10,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.10,Choice 2,0.24,Choice 2,3.69,Choice 2,0.60,Choice 2,5.08,Choice 2,0.60,Choice 2,13.31,Regular | Texture: Puree
The Meadows of Dorchester,2,Friday,Choice 1,2.61,Choice 1,0.26,Choice 1,3.76,Choice 1,0.55,Choice 1,2.87,Choice 1,0.49,Choice 1,10.54,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,3.61,Choice 2,0.60,Choice 2,4.04,Choice 2,0.60,Choice 2,12.25,Regular | Texture: Puree
The Meadows of Dorchester,2,Saturday,Choice 1,2.94,Choice 1,0.46,Choice 1,2.56,Choice 1,1.04,Choice 1,3.20,Choice 1,0.66,Choice 1,10.86,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.55,Choice 2,0.24,Choice 2,3.74,Choice 2,0.60,Choice 2,5.44,Choice 2,0.60,Choice 2,14.17,Regular | Texture: Puree
The Meadows of Dorchester,2,Sunday,Choice 1,2.91,Choice 1,0.26,Choice 1,3.04,Choice 1,0.40,Choice 1,3.32,Choice 1,0.91,Choice 1,10.84,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.83,Choice 2,0.24,Choice 2,2.80,Choice 2,0.60,Choice 2,3.49,Choice 2,0.60,Choice 2,11.56,Regular | Texture: Puree
The Meadows of Dorchester,3,Monday,Choice 1,2.54,Choice 1,0.33,Choice 1,3.08,Choice 1,0.72,Choice 1,3.74,Choice 1,0.56,Choice 1,10.97,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.52,Choice 2,0.24,Choice 2,3.73,Choice 2,0.60,Choice 2,3.67,Choice 2,0.60,Choice 2,12.36,Regular | Texture: Puree
The Meadows of Dorchester,3,Tuesday,Choice 1,2.99,Choice 1,0.46,Choice 1,4.16,Choice 1,1.00,Choice 1,4.35,Choice 1,0.70,Choice 1,13.66,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,3.99,Choice 2,0.60,Choice 2,5.36,Choice 2,0.60,Choice 2,13.95,Regular | Texture: Puree
The Meadows of Dorchester,3,Wednesday,Choice 1,3.17,Choice 1,0.26,Choice 1,3.15,Choice 1,0.67,Choice 1,4.87,Choice 1,0.70,Choice 1,12.82,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.11,Choice 2,0.24,Choice 2,2.29,Choice 2,0.60,Choice 2,3.83,Choice 2,0.60,Choice 2,11.67,Regular | Texture: Puree
The Meadows of Dorchester,3,Thursday,Choice 1,2.84,Choice 1,0.33,Choice 1,3.34,Choice 1,0.09,Choice 1,3.68,Choice 1,0.69,Choice 1,10.97,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,4.20,Choice 2,0.60,Choice 2,4.65,Choice 2,0.60,Choice 2,13.36,Regular | Texture: Puree
The Meadows of Dorchester,3,Friday,Choice 1,2.61,Choice 1,0.26,Choice 1,3.66,Choice 1,0.37,Choice 1,3.62,Choice 1,0.81,Choice 1,11.33,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.52,Choice 2,0.24,Choice 2,3.01,Choice 2,0.60,Choice 2,3.95,Choice 2,0.60,Choice 2,11.92,Regular | Texture: Puree
The Meadows of Dorchester,3,Saturday,Choice 1,2.94,Choice 1,0.46,Choice 1,3.68,Choice 1,0.38,Choice 1,3.30,Choice 1,0.39,Choice 1,11.15,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,2.74,Choice 2,0.24,Choice 2,3.13,Choice 2,0.60,Choice 2,3.99,Choice 2,0.60,Choice 2,11.30,Regular | Texture: Puree
The Meadows of Dorchester,3,Sunday,Choice 1,2.91,Choice 1,0.26,Choice 1,3.32,Choice 1,0.50,Choice 1,3.66,Choice 1,0.08,Choice 1,10.73,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.31,Choice 2,0.24,Choice 2,3.37,Choice 2,0.60,Choice 2,3.84,Choice 2,0.60,Choice 2,12.96,Regular | Texture: Puree
The Meadows of Dorchester,4,Monday,Choice 1,3.03,Choice 1,0.33,Choice 1,2.98,Choice 1,0.72,Choice 1,3.07,Choice 1,0.65,Choice 1,10.78,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.00,Choice 2,0.24,Choice 2,4.04,Choice 2,0.60,Choice 2,4.63,Choice 2,0.60,Choice 2,13.11,Regular | Texture: Puree
The Meadows of Dorchester,4,Tuesday,Choice 1,2.99,Choice 1,0.46,Choice 1,4.80,Choice 1,1.00,Choice 1,3.55,Choice 1,0.70,Choice 1,13.50,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.97,Choice 2,0.24,Choice 2,2.79,Choice 2,0.60,Choice 2,3.43,Choice 2,0.60,Choice 2,11.63,Regular | Texture: Puree
The Meadows of Dorchester,4,Wednesday,Choice 1,3.28,Choice 1,0.26,Choice 1,4.05,Choice 1,0.78,Choice 1,3.87,Choice 1,0.39,Choice 1,12.63,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.52,Choice 2,0.24,Choice 2,3.00,Choice 2,0.60,Choice 2,5.21,Choice 2,0.60,Choice 2,13.17,Regular | Texture: Puree
The Meadows of Dorchester,4,Thursday,Choice 1,3.09,Choice 1,0.33,Choice 1,3.12,Choice 1,0.46,Choice 1,4.51,Choice 1,0.99,Choice 1,12.50,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,2.74,Choice 2,0.24,Choice 2,3.82,Choice 2,0.60,Choice 2,3.41,Choice 2,0.60,Choice 2,11.41,Regular | Texture: Puree
The Meadows of Dorchester,4,Friday,Choice 1,2.61,Choice 1,0.46,Choice 1,3.01,Choice 1,0.45,Choice 1,4.12,Choice 1,0.08,Choice 1,10.73,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.03,Choice 2,0.24,Choice 2,3.52,Choice 2,0.60,Choice 2,5.18,Choice 2,0.60,Choice 2,14.17,Regular | Texture: Puree
The Meadows of Dorchester,4,Saturday,Choice 1,2.94,Choice 1,0.33,Choice 1,3.31,Choice 1,0.97,Choice 1,3.14,Choice 1,0.69,Choice 1,11.38,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,3.95,Choice 2,0.60,Choice 2,3.90,Choice 2,0.60,Choice 2,12.36,Regular | Texture: Puree
The Meadows of Dorchester,4,Sunday,Choice 1,2.91,Choice 1,0.26,Choice 1,3.53,Choice 1,0.35,Choice 1,3.79,Choice 1,0.47,Choice 1,11.31,Regular | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.86,Choice 2,0.24,Choice 2,4.70,Choice 2,0.60,Choice 2,4.24,Choice 2,0.60,Choice 2,14.24,Regular | Texture: Puree
The Meadows of Dorchester,1,Monday,Choice 1,2.35,Choice 1,0.33,Choice 1,3.18,Choice 1,0.40,Choice 1,2.67,Choice 1,0.67,Choice 1,9.60,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,4.92,Choice 2,0.49,Choice 2,4.32,Choice 2,0.49,Choice 2,13.11,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Tuesday,Choice 1,3.07,Choice 1,0.46,Choice 1,3.22,Choice 1,0.44,Choice 1,4.09,Choice 1,0.41,Choice 1,11.69,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.26,Choice 2,0.49,Choice 2,5.09,Choice 2,0.49,Choice 2,13.50,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Wednesday,Choice 1,2.51,Choice 1,0.26,Choice 1,3.11,Choice 1,0.67,Choice 1,3.89,Choice 1,0.40,Choice 1,10.84,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.90,Choice 2,0.49,Choice 2,5.34,Choice 2,0.49,Choice 2,14.12,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Thursday,Choice 1,3.76,Choice 1,0.33,Choice 1,3.06,Choice 1,0.39,Choice 1,4.16,Choice 1,0.08,Choice 1,11.78,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.85,Choice 2,0.49,Choice 2,5.60,Choice 2,0.49,Choice 2,13.50,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Friday,Choice 1,2.51,Choice 1,0.46,Choice 1,3.77,Choice 1,0.16,Choice 1,4.55,Choice 1,0.55,Choice 1,12.00,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,3.09,Choice 2,0.24,Choice 2,4.18,Choice 2,0.49,Choice 2,5.16,Choice 2,0.49,Choice 2,13.65,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Saturday,Choice 1,3.04,Choice 1,0.33,Choice 1,4.16,Choice 1,0.64,Choice 1,2.64,Choice 1,0.58,Choice 1,11.39,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.79,Choice 2,0.49,Choice 2,4.91,Choice 2,0.49,Choice 2,12.75,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Sunday,Choice 1,2.74,Choice 1,0.26,Choice 1,2.89,Choice 1,0.19,Choice 1,2.93,Choice 1,0.08,Choice 1,9.09,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.75,Choice 2,0.24,Choice 2,4.46,Choice 2,0.49,Choice 2,5.27,Choice 2,0.49,Choice 2,13.70,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Monday,Choice 1,2.44,Choice 1,0.33,Choice 1,4.30,Choice 1,0.22,Choice 1,2.66,Choice 1,0.77,Choice 1,10.72,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,5.69,Choice 2,0.49,Choice 2,4.52,Choice 2,0.49,Choice 2,14.08,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Tuesday,Choice 1,2.98,Choice 1,0.46,Choice 1,2.89,Choice 1,0.60,Choice 1,4.37,Choice 1,0.58,Choice 1,11.88,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.34,Choice 2,0.49,Choice 2,4.00,Choice 2,0.49,Choice 2,12.49,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Wednesday,Choice 1,2.51,Choice 1,0.26,Choice 1,3.91,Choice 1,0.64,Choice 1,3.07,Choice 1,0.59,Choice 1,10.98,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.78,Choice 2,0.24,Choice 2,6.06,Choice 2,0.49,Choice 2,4.90,Choice 2,0.49,Choice 2,14.96,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Thursday,Choice 1,3.44,Choice 1,0.33,Choice 1,2.85,Choice 1,0.30,Choice 1,3.97,Choice 1,0.54,Choice 1,11.43,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.86,Choice 2,0.24,Choice 2,4.75,Choice 2,0.49,Choice 2,6.57,Choice 2,0.49,Choice 2,15.40,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Friday,Choice 1,2.51,Choice 1,0.26,Choice 1,3.67,Choice 1,0.38,Choice 1,2.80,Choice 1,0.67,Choice 1,10.29,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,4.53,Choice 2,0.49,Choice 2,5.16,Choice 2,0.49,Choice 2,13.56,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Saturday,Choice 1,3.43,Choice 1,0.46,Choice 1,2.40,Choice 1,0.90,Choice 1,2.98,Choice 1,0.68,Choice 1,10.85,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.36,Choice 2,0.49,Choice 2,6.40,Choice 2,0.49,Choice 2,14.91,Regular | Texture: Mince Meat
The Meadows of Dorchester,2,Sunday,Choice 1,2.52,Choice 1,0.26,Choice 1,2.85,Choice 1,0.11,Choice 1,3.25,Choice 1,0.71,Choice 1,9.70,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.95,Choice 2,0.24,Choice 2,3.85,Choice 2,0.49,Choice 2,4.03,Choice 2,0.49,Choice 2,12.05,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Monday,Choice 1,2.44,Choice 1,0.33,Choice 1,2.93,Choice 1,0.65,Choice 1,3.23,Choice 1,0.65,Choice 1,10.23,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.70,Choice 2,0.49,Choice 2,4.50,Choice 2,0.49,Choice 2,13.08,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Tuesday,Choice 1,2.98,Choice 1,0.46,Choice 1,3.84,Choice 1,0.86,Choice 1,3.52,Choice 1,0.59,Choice 1,12.25,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.37,Choice 2,0.49,Choice 2,6.39,Choice 2,0.49,Choice 2,14.81,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Wednesday,Choice 1,2.51,Choice 1,0.26,Choice 1,2.97,Choice 1,0.67,Choice 1,4.82,Choice 1,0.62,Choice 1,11.85,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.87,Choice 2,0.24,Choice 2,3.48,Choice 2,0.49,Choice 2,4.84,Choice 2,0.49,Choice 2,12.41,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Thursday,Choice 1,3.49,Choice 1,0.33,Choice 1,3.16,Choice 1,0.09,Choice 1,3.64,Choice 1,0.58,Choice 1,11.29,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.80,Choice 2,0.49,Choice 2,5.58,Choice 2,0.49,Choice 2,14.43,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Friday,Choice 1,2.42,Choice 1,0.26,Choice 1,3.85,Choice 1,0.29,Choice 1,3.43,Choice 1,0.62,Choice 1,10.87,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.13,Choice 2,0.49,Choice 2,4.75,Choice 2,0.49,Choice 2,12.76,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Saturday,Choice 1,3.04,Choice 1,0.46,Choice 1,3.59,Choice 1,0.64,Choice 1,4.95,Choice 1,0.54,Choice 1,13.22,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.87,Choice 2,0.49,Choice 2,3.93,Choice 2,0.49,Choice 2,11.85,Regular | Texture: Mince Meat
The Meadows of Dorchester,3,Sunday,Choice 1,2.52,Choice 1,0.26,Choice 1,3.02,Choice 1,0.33,Choice 1,3.42,Choice 1,0.08,Choice 1,9.63,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,3.06,Choice 2,0.24,Choice 2,4.02,Choice 2,0.49,Choice 2,4.81,Choice 2,0.49,Choice 2,13.11,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Monday,Choice 1,2.66,Choice 1,0.33,Choice 1,2.99,Choice 1,0.65,Choice 1,2.85,Choice 1,0.58,Choice 1,10.06,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.42,Choice 2,0.24,Choice 2,4.61,Choice 2,0.49,Choice 2,5.55,Choice 2,0.49,Choice 2,13.80,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Tuesday,Choice 1,2.98,Choice 1,0.46,Choice 1,4.53,Choice 1,0.86,Choice 1,3.39,Choice 1,0.67,Choice 1,12.89,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,3.56,Choice 2,0.49,Choice 2,4.56,Choice 2,0.49,Choice 2,12.27,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Wednesday,Choice 1,2.54,Choice 1,0.26,Choice 1,3.74,Choice 1,0.22,Choice 1,3.87,Choice 1,0.54,Choice 1,11.17,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,3.97,Choice 2,0.49,Choice 2,6.63,Choice 2,0.49,Choice 2,14.48,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Thursday,Choice 1,3.76,Choice 1,0.33,Choice 1,2.93,Choice 1,0.41,Choice 1,4.34,Choice 1,0.77,Choice 1,12.54,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.65,Choice 2,0.49,Choice 2,4.43,Choice 2,0.49,Choice 2,13.13,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Friday,Choice 1,2.51,Choice 1,0.46,Choice 1,2.99,Choice 1,0.16,Choice 1,4.00,Choice 1,0.08,Choice 1,10.20,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,3.09,Choice 2,0.24,Choice 2,4.11,Choice 2,0.49,Choice 2,5.95,Choice 2,0.49,Choice 2,14.37,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Saturday,Choice 1,3.52,Choice 1,0.33,Choice 1,3.04,Choice 1,0.97,Choice 1,3.61,Choice 1,0.59,Choice 1,12.06,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.61,Choice 2,0.49,Choice 2,4.92,Choice 2,0.49,Choice 2,13.58,Regular | Texture: Mince Meat
The Meadows of Dorchester,4,Sunday,Choice 1,2.52,Choice 1,0.26,Choice 1,3.61,Choice 1,0.30,Choice 1,3.34,Choice 1,0.41,Choice 1,10.44,Regular | Texture: Mince Meat
The Meadows of Dorchester,,,Choice 2,2.98,Choice 2,0.24,Choice 2,5.00,Choice 2,0.49,Choice 2,4.93,Choice 2,0.49,Choice 2,14.13,Regular | Texture: Mince Meat
The Meadows of Dorchester,1,Monday,Choice 1,2.35,Choice 1,0.33,Choice 1,3.44,Choice 1,0.40,Choice 1,2.80,Choice 1,0.67,Choice 1,9.99,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,4.92,Choice 2,0.49,Choice 2,5.06,Choice 2,0.49,Choice 2,13.85,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Tuesday,Choice 1,3.07,Choice 1,0.46,Choice 1,3.10,Choice 1,0.44,Choice 1,2.89,Choice 1,0.41,Choice 1,10.37,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.27,Choice 2,0.49,Choice 2,4.06,Choice 2,0.49,Choice 2,12.48,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Wednesday,Choice 1,2.51,Choice 1,0.26,Choice 1,2.23,Choice 1,0.67,Choice 1,3.86,Choice 1,0.40,Choice 1,9.93,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.70,Choice 2,0.49,Choice 2,3.99,Choice 2,0.49,Choice 2,12.57,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Thursday,Choice 1,3.76,Choice 1,0.33,Choice 1,2.97,Choice 1,0.39,Choice 1,2.03,Choice 1,0.08,Choice 1,9.56,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.85,Choice 2,0.49,Choice 2,5.60,Choice 2,0.49,Choice 2,13.50,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Friday,Choice 1,2.51,Choice 1,0.46,Choice 1,3.16,Choice 1,0.16,Choice 1,3.44,Choice 1,0.55,Choice 1,10.28,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,3.56,Choice 2,0.24,Choice 2,4.19,Choice 2,0.49,Choice 2,5.11,Choice 2,0.49,Choice 2,14.08,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Saturday,Choice 1,3.04,Choice 1,0.33,Choice 1,3.25,Choice 1,0.64,Choice 1,2.28,Choice 1,0.40,Choice 1,9.94,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.21,Choice 2,0.49,Choice 2,4.91,Choice 2,0.49,Choice 2,13.17,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Sunday,Choice 1,2.74,Choice 1,0.26,Choice 1,2.89,Choice 1,0.19,Choice 1,4.45,Choice 1,0.08,Choice 1,10.61,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.85,Choice 2,0.24,Choice 2,4.62,Choice 2,0.49,Choice 2,5.01,Choice 2,0.49,Choice 2,13.70,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Monday,Choice 1,2.44,Choice 1,0.33,Choice 1,3.79,Choice 1,0.22,Choice 1,2.93,Choice 1,0.77,Choice 1,10.48,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,3.35,Choice 2,0.49,Choice 2,4.52,Choice 2,0.49,Choice 2,11.74,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Tuesday,Choice 1,2.98,Choice 1,0.46,Choice 1,2.44,Choice 1,0.60,Choice 1,2.85,Choice 1,0.41,Choice 1,9.74,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.35,Choice 2,0.49,Choice 2,5.36,Choice 2,0.49,Choice 2,13.86,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Wednesday,Choice 1,2.51,Choice 1,0.26,Choice 1,3.03,Choice 1,0.33,Choice 1,3.61,Choice 1,0.59,Choice 1,10.33,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,6.01,Choice 2,0.49,Choice 2,4.52,Choice 2,0.49,Choice 2,14.58,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Thursday,Choice 1,3.44,Choice 1,0.33,Choice 1,2.76,Choice 1,0.30,Choice 1,3.97,Choice 1,0.54,Choice 1,11.34,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.86,Choice 2,0.24,Choice 2,4.75,Choice 2,0.49,Choice 2,6.28,Choice 2,0.49,Choice 2,15.11,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Friday,Choice 1,2.51,Choice 1,0.26,Choice 1,3.11,Choice 1,0.38,Choice 1,3.24,Choice 1,0.67,Choice 1,10.17,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,3.99,Choice 2,0.49,Choice 2,4.28,Choice 2,0.49,Choice 2,12.14,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Saturday,Choice 1,3.43,Choice 1,0.46,Choice 1,2.40,Choice 1,0.90,Choice 1,1.85,Choice 1,0.68,Choice 1,9.72,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.04,Choice 2,0.49,Choice 2,6.03,Choice 2,0.49,Choice 2,14.22,Vegetarian | Texture: Regular
The Meadows of Dorchester,2,Sunday,Choice 1,2.52,Choice 1,0.26,Choice 1,2.32,Choice 1,0.11,Choice 1,3.83,Choice 1,0.71,Choice 1,9.75,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,3.06,Choice 2,0.24,Choice 2,3.85,Choice 2,0.49,Choice 2,4.03,Choice 2,0.49,Choice 2,12.16,Vegetarian | Texture: Regular
The Meadows of Dorchester,3,Monday,Choice 1,2.44,Choice 1,0.33,Choice 1,3.01,Choice 1,0.65,Choice 1,3.01,Choice 1,0.65,Choice 1,10.09,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.70,Choice 2,0.49,Choice 2,4.32,Choice 2,0.49,Choice 2,12.90,Vegetarian | Texture: Regular
The Meadows of Dorchester,3,Tuesday,Choice 1,2.98,Choice 1,0.46,Choice 1,2.46,Choice 1,0.86,Choice 1,2.96,Choice 1,0.59,Choice 1,10.31,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.51,Choice 2,0.49,Choice 2,4.19,Choice 2,0.49,Choice 2,11.75,Vegetarian | Texture: Regular
