Component,Home,Distributor,Operations Category,Major Group,Manufacturer,Distribution Item,Brand,Brand Name,Pack Size,Unit,Total Quantity,Total Amount,Unit Price,SCC
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,LIMSON TRADING,2862605,GFS,FRUIT BERRY BLEND 3 FRT IQF,2X2.5KG,CS,1,55.33,55.33,'10620868093241
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,LIMSON TRADING,2862605,GFS,FRUIT BERRY BLEND 3 FRT IQF,2X2.5KG,CS,2,110.66,55.33,'10620868093241
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,LIMSON TRADING,2862605,GFS,FRUIT BERRY BLEND 3 FRT IQF,2X2.5KG,CS,4,221.32,55.33,'10620868093241
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,2856805,GFS,FRUIT BERRY BLEND 4 FRT IQF,2X2.5KG,CS,5,281.05,56.21,'10620868093272
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,7602673,ALASKO,FRUIT BLUEBERRIES WILD FCY,5KG,CS,2,80.22,40.11,'10695058002020
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,7602673,ALASKO,FRUIT BLUEBERRIES WILD FCY,5KG,CS,6,240.66,40.11,'10695058002020
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,7602673,ALASKO,FRUIT BLUEBERRIES WILD FCY,5KG,CS,13,521.43,40.11,'10695058002020
9097,Riordon Street Shelter,GFS ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,1409789,DOLE,FRUIT CKTL IN JCE,6X2.84L,CS,1,79.87,79.87,'10065250007220
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,5556552,DOLE,FRUIT CKTL IN JCE,6X2.84L,CS,1,79.33,79.33,'10065250007220
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,5556552,DOLE,FRUIT CKTL IN JCE,6X2.84L,CS,4,317.32,79.33,'10065250007220
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,5556552,DOLE,FRUIT CKTL IN JCE,6X2.84L,CS,7,555.31,79.33,'10065250007220
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,5556539,DOLE,FRUIT CKTL IN LT SYRUP,6X2.84L,CS,1,78.11,78.11,'10065250007213
1572,Northland Pointe,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,9946205,SUCCESS,FRUIT COCKTAIL (LS),6/100 OZ,CS,1,67.05,67.05,'20066942300664
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,9946205,SUCCESS,FRUIT COCKTAIL (LS),6/100 OZ,CS,1,64.88,64.88,'20066942300664
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,9946205,SUCCESS,FRUIT COCKTAIL (LS),6/100 OZ,CS,2,137.06,68.53,'20066942300664
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,4963854,SUCCESS,FRUIT COCKTAIL CUP IN JCE,24/113 ML,CS,10,193.53,19.353,'20066942371008
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,4963854,SUCCESS,FRUIT COCKTAIL CUP IN JCE,24/113 ML,CS,12,236.1,19.675,'20066942371008
5884,Deer Park Villa,GFS ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,1180126,KONTIKI,FRUIT COCKTAIL IN NAT JUICE,6/2.84L,CS,1,61.19,61.19,'10055710104491
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,307795,KONTIKI,FRUIT COCKTAIL IN NAT JUICE,6/2.84L,CS,2,121.35,60.675,'10055710104491
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,307795,KONTIKI,FRUIT COCKTAIL IN NAT JUICE,6/2.84L,CS,9,544.41,60.489999999999995,'10055710104491
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,307795,KONTIKI,FRUIT COCKTAIL IN NAT JUICE,6/2.84L,CS,15,906.24,60.416000000000004,'10055710104491
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,307795,KONTIKI,FRUIT COCKTAIL IN NAT JUICE,6/2.84L,CS,17,1025.37,60.31588235294117,'10055710104491
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,9594227,TROPIC,FRUIT COCKTAIL LIGHT SYRUP,6X2.84LT,CS,1,62.34,62.34,'10055710070833
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,9594227,TROPIC,FRUIT COCKTAIL LIGHT SYRUP,6X2.84LT,CS,1,61.23,61.23,'10055710070833
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,9594227,TROPIC,FRUIT COCKTAIL LIGHT SYRUP,6X2.84LT,CS,2,122.46,61.23,'10055710070833
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,9594227,TROPIC,FRUIT COCKTAIL LIGHT SYRUP,6X2.84LT,CS,6,370.71,61.785,'10055710070833
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,9594227,TROPIC,FRUIT COCKTAIL LIGHT SYRUP,6X2.84LT,CS,11,681.3,61.93636363636363,'10055710070833
1570,Gilmore Lodge,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,3965547,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,1,62.2,62.2,'20066942301173
5884,Deer Park Villa,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,3965547,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,1,62.2,62.2,'20066942301173
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,3965547,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,1,62.2,62.2,'20066942301173
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,3,181.44,60.48,'20066942301173
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,3965547,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,4,247.15,61.7875,'20066942301173
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,4,241.92,60.48,'20066942301173
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,7,426.36,60.90857142857143,'20066942301173
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,18,1091.14,60.61888889,'20066942301173
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,21,1279.58,60.932380952380946,'20066942301173
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,23,1397.04,60.74086956521739,'20066942301173
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,124628,SUCCESS,FRUIT COCKTAIL PJ,6/100 OZ,CS,34,2066.32,60.77411764705883,'20066942301173
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,CALKINS & BURKE LTD                ,7272803,CORINA,FRUIT CUP CCKTL IN PEAR JUICE,24/113 ML,CS,1,18.47,18.47,'10058897095392
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,CALKINS & BURKE LTD                ,7272803,CORINA,FRUIT CUP CCKTL IN PEAR JUICE,24/113 ML,CS,5,92.35,18.47,'10058897095392
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,CALKINS & BURKE LTD                ,7272843,CORINA,FRUIT CUP PEACH DCD PEAR JUICE,24/113 ML,CS,7,122.57,17.509999999999998,'10058897095415
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,ARTHUR ROGERS AND ASSOC.INC,1132964,KONTIKI,FRUIT CUP PEACH DICED IN JUICE,24/113 ML,CS,1,22.79,22.79,'20055710101145
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,CALKINS & BURKE LTD                ,7272802,CORINA,FRUIT CUP PEAR DICED IN JUICE,24/113 ML,CS,8,153.76,19.22,'10058897095422
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,7319666,SNWCRST,FRUIT DRAGON BLEND,2/2.5 KG,CS,3,102.72,34.24,'70068594270932
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ORVAL KENT FOOD COMPANY            ,3480407,ORVKENT,FRUIT MANGO CHUNK,2/8LB,CS,2,113.02,56.51,'10079453739284
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,1,29.21,29.21,'00060243000564
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,1289606,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,2,55.84,27.92,'00060243000564
1570,Gilmore Lodge,GFS ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,1289606,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,4,111.68,27.92,'00060243000564
1573,Woodlands of Sunset,GFS ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,1289606,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,8,225.96,28.245,'00060243000564
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,1289606,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,10,284.4,28.439999999999998,'00060243000564
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,12,350.5,29.208333333333332,'00060243000564
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,1289606,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,15,422.7,28.18,'00060243000564
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,21,613.39,29.209047619047617,'00060243000564
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,24,701.04,29.209999999999997,'00060243000564
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,24,701.01,29.20875,'00060243000564
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,28,817.86,29.209285714285716,'00060243000564
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,7982044,SUNRICH,FRUIT MELON CANTELOPE DICED,8 LB,CS,37,1080.73,29.20891891891892,'00060243000564
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3539017,ALASKO,FRUIT MIX 4 BERRY BLEND,5/1 KG,CS,2,109.38,54.69,'10695058002976
5884,Deer Park Villa,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3539017,ALASKO,FRUIT MIX 4 BERRY BLEND,5/1 KG,CS,2,101.6,50.8,'10695058002976
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,350462,DOLE,FRUIT PINEAPPLE SLICES,24/398 ML,CS,2,149.36,74.68,'10065250002867
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3693805,ALASKO,FRUIT RASPBERRIES WHOLE IQF,5KG,CS,1,59.1,59.1,'10695058002051
1572,Northland Pointe,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3693805,ALASKO,FRUIT RASPBERRIES WHOLE IQF,5KG,CS,1,55.38,55.38,'10695058002051
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3693805,ALASKO,FRUIT RASPBERRIES WHOLE IQF,5KG,CS,2,114.48,57.24,'10695058002051
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,5754385,ALASKO,FRUIT RHUBARB SLICED FCY IQ,5KG,CS,1,46.45,46.45,'10695058005021
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,1154758,ALASKO,FRUIT RHUBARB SLICED IQF,12KG,CS,1,108.38,108.38,'10695058002211
1570,Gilmore Lodge,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,1154758,ALASKO,FRUIT RHUBARB SLICED IQF,12KG,CS,1,108.38,108.38,'10695058002211
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,FRESH START FOODS INC. (MANUF),1119479,GFS,FRUIT SALAD DCD NO GRAPE PAIL,1X3.63KG,CS,2,70.24,35.12,'00620868108832
1572,Northland Pointe,GFS ONTARIO,Food,FRUIT,FRESH START FOODS INC. (MANUF),1119479,GFS,FRUIT SALAD DCD NO GRAPE PAIL,1X3.63KG,CS,3,105.36,35.12,'00620868108832
5884,Deer Park Villa,GFS ONTARIO,Food,FRUIT,FRESH START FOODS INC. (MANUF),1119479,GFS,FRUIT SALAD DCD NO GRAPE PAIL,1X3.63KG,CS,4,131.87,32.9675,'00620868108832
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,6548096,SUNRICH,FRUIT SALAD DELUXE,24 LB,CS,1,84.06,84.06,'00060243240090
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,5826070,SUNRICH,FRUIT SALAD EASTERN HRVST,24 LB,CS,9,643.43,71.49222222222221,'00060243005316
1570,Gilmore Lodge,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,1198938,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,1,69.03,69.03,'20066942301197
1572,Northland Pointe,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,1198938,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,1,69.03,69.03,'20066942301197
1573,Woodlands of Sunset,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,1198938,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,1,69.03,69.03,'20066942301197
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,1198938,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,3,210.23,70.07666666666667,'20066942301197
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,1198938,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,3,207.09,69.03,'20066942301197
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,4,273.88,68.47,'20066942301197
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,1198938,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,6,417.32,69.55333333333333,'20066942301197
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,6,415.46,69.24333333333333,'20066942301197
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,7,479.29,68.47,'20066942301197
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,16,1102.48,68.905,'20066942301197
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,24,1654.88,68.95333333333333,'20066942301197
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,27,1871.89,69.32925925925926,'20066942301197
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SHAFER-HAGGART LTD.,276303,SUCCESS,FRUIT SALAD TROPICAL,6/100 OZ,CS,27,1874.21,69.41518518518518,'20066942301197
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,LIMSON TRADING,2992005,GFS,FRUIT SALAD TROPICAL IN JUICE,6X2.84L,CS,1,70.21,70.21,'10620868103803
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,FRUIT,LIMSON TRADING,2992005,GFS,FRUIT SALAD TROPICAL IN JUICE,6X2.84L,CS,1,70.21,70.21,'10620868103803
5884,Deer Park Villa,GFS ONTARIO,Food,FRUIT,LIMSON TRADING,2992005,GFS,FRUIT SALAD TROPICAL IN JUICE,6X2.84L,CS,5,351.05,70.21000000000001,'10620868103803
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,7988454,DOLE,FRUIT SALAD TROPICAL LIGHT,6/100 OZ,CS,1,71.58,71.58,'10065250090826
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,7988454,DOLE,FRUIT SALAD TROPICAL LIGHT,6/100 OZ,CS,1,71.58,71.58,'10065250090826
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,7988454,DOLE,FRUIT SALAD TROPICAL LIGHT,6/100 OZ,CS,1,71.58,71.58,'10065250090826
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,7988454,DOLE,FRUIT SALAD TROPICAL LIGHT,6/100 OZ,CS,2,143.16,71.58,'10065250090826
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3788528,ALASKO,FRUIT STRAWBERRIES WHOLE FC,5KG,CS,1,25.34,25.34,'10695058002198
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3788528,ALASKO,FRUIT STRAWBERRIES WHOLE FC,5KG,CS,6,149.46,24.91,'10695058002198
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3788528,ALASKO,FRUIT STRAWBERRIES WHOLE FC,5KG,CS,11,275.3,25.027272727272727,'10695058002198
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,1154732,ALASKO,FRUIT STRAWBERRIES WHOLE IQ,12KG,CS,1,10.48,10.48,'10695058002136
1572,Northland Pointe,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,1154732,ALASKO,FRUIT STRAWBERRIES WHOLE IQ,12KG,CS,1,57.5,57.5,'10695058002136
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,1154732,ALASKO,FRUIT STRAWBERRIES WHOLE IQ,12KG,CS,2,115,57.5,'10695058002136
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3788577,ALASKO,FRUIT STRAWBERRIES WHOLE IQ,12KG,CS,2,119.52,59.76,'10695058002136
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3788577,ALASKO,FRUIT STRAWBERRIES WHOLE IQ,12KG,CS,9,537.84,59.760000000000005,'10695058002136
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,ALASKO FROZEN FOODS,3788577,ALASKO,FRUIT STRAWBERRIES WHOLE IQ,12KG,CS,10,605.04,60.504,'10695058002136
9098,Summer Street Shelter,GFS ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,1208433,DOLE,FRUIT TROPICAL BOWL,36/107ML,CS,3,111.66,37.22,'10065250030471
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,FRESH START FOODS INC. (MANUF),1119483,GFS,HONEYDEW DCD PAIL 8LB,1X3.63KG,CS,2,80.2,40.1,'10620868107818
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,DOLE FOODS OF CANADA LTD.,1409787,DOLE,MANDARIN IN JCE,6X2.84L,CS,2,140.44,70.22,'10065250007206
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,GFS BRANDS,1477004,KITCHEN ES,MANGO CHK IQF,2X2.5KG,CS,1,32.91,32.91,'10620868219276
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,347104,SNOWCRT,MANGO CHUNK IQF,2/2.50KG,CS,1,29.4,29.4,'70068594810053
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,2863205,GFS,MANGO CHUNK IQF,2X2.5KG,CS,2,96.18,48.09,'10620868093296
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,347104,SNOWCRT,MANGO CHUNK IQF,2/2.50KG,CS,2,58.8,29.4,'70068594810053
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,347104,SNOWCRT,MANGO CHUNK IQF,2/2.50KG,CS,3,88.2,29.400000000000002,'70068594810053
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,347104,SNOWCRT,MANGO CHUNK IQF,2/2.50KG,CS,10,294,29.4,'70068594810053
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,347104,SNOWCRT,MANGO CHUNK IQF,2/2.50KG,CS,13,382.2,29.4,'70068594810053
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,347104,SNOWCRT,MANGO CHUNK IQF,2/2.50KG,CS,17,499.8,29.400000000000002,'70068594810053
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,5481037,SYS CLS,MANGO CHUNK IQF FRZN,2/2.5KG,CS,2,74.62,37.31,'10734730700738
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,5481037,SYS CLS,MANGO CHUNK IQF FRZN,2/2.5KG,CS,4,144.44,36.11,'10734730700738
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,5481037,SYS CLS,MANGO CHUNK IQF FRZN,2/2.5KG,CS,5,182.95,36.589999999999996,'10734730700738
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,5481037,SYS CLS,MANGO CHUNK IQF FRZN,2/2.5KG,CS,10,364.7,36.47,'10734730700738
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SNOWCREST FOODS LTD.,5481037,SYS CLS,MANGO CHUNK IQF FRZN,2/2.5KG,CS,11,397.21,36.11,'10734730700738
1569,The Meadows of Dorchester,GFS ONTARIO,Food,FRUIT,MARKON COOPERATIVE,1119828,MARKON,MARKON ORANGE SEC 8#,1/8lb,CS,5,195.95,39.19,'00611628914077
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,6874960,SYS IMP,MELON CANTALOUPE CHUNK,8 LB,CS,4,114.56,28.64,'00074865412339
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,6874614,SYS IMP,MELON HONEYDEW CHUNK,8 LB,CS,1,27.86,27.86,'00074865412315
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,3681576,SYS NAT,MELON HONEYDEW CHUNK,8#PAIL,CS,5,147.85,29.57,'00734730522081
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,6874614,SYS IMP,MELON HONEYDEW CHUNK,8 LB,CS,6,167.16,27.86,'00074865412315
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,FRUIT,SUN RICH FRESH FOODS INC.,8713796,SUNRICH,NT APPLE SLICED MIXED RED GREE,2X3LB,CS,3,64.11,21.37,'20060243004580
